"Dirección","Tipo de contenido","Código de respuesta","Respuesta","Indexabilidad","Estado de indexabilidad","Título 1","Longitud del título 1","Ancho de píxeles del título 1","Meta description 1","Longitud de la meta description 1","Ancho de píxeles de la meta description 1","Meta Keywords 1","Longitud de meta keywords 1","H1-1","Longitud de H1-1","H2-1","Longitud de H2-1","H2-2","Longitud de H2-2","Meta robots 1","X-Robots-Tag 1","Meta Refresh 1","Elemento de enlace canónico 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Elemento de enlace amphtml","Tamaño (bytes)","Transferido (bytes)","Total transferido (bytes)","CO2 (mg)","Clasificación de huella de carbono","Recuento de palabras","Número de oraciones","Media de palabras por oración","Puntuación de facilidad de lectura de Flesch","Lectura","Proporción de texto","Nivel de profundidad","Profundidad de carpeta","Link Score","Enlaces internos","Enlaces internos únicos","Enlaces JS únicos","% del total","Enlaces salientes","Enlaces salientes únicos","Enlaces salientes JS únicos","Enlaces salientes externos","Enlaces salientes externos únicos","Enlaces salientes JS externos únicos","Coincidencia casi duplicada más cercana","Semiduplicados (N.º)","Errores ortográficos","Errores gramaticales","Hash","Tiempo de respuesta","Last Modified","URL de redirección","Tipo de redirección","Cookies","Language","Versión HTTP","Enlace alternativo móvil","Dirección semánticamente similar más cercana","Puntuación de similitud semántica","N.º semánticamente similares","Puntuación de relevancia semántica","Dirección codificada de URL","Marca temporal del rastreo"
"https://fletespro.cl/fletes-en-nunoa","text/html;charset=utf-8","200","OK","Indexable","","Fletes Ñuñoa | Fletes económicos y baratos | Fletes y mudanzas | FletesPro | FletesPro","86","762","Fletes en Ñuñoa. Fletes económicos Ñuñoa y fletes baratos Ñuñoa. Flete de Ñuñoa a Santiago, flete en Ñuñoa, fletes y mudanzas Ñuñoa. Camionetas y camión 3/4. Cotiza gratis.","172","1101","fletes ñuñoa, fletes economicos ñuñoa, fletes baratos ñuñoa, fletes y mudanzas ñuñoa, flete de ñuñoa a santiago, flete en ñuñoa, flete maipu a ñuñoa, flete providencia a ñuñoa, fletes baratos en ñuñoa, fletes camionetas ñuñoa, fletes dentro de ñuñoa, fletes desde ñuñoa, fletes santiago ñuñoa, fletes ñuñoa la reina, fletes ñuñoa macul, flete mudanza ñuñoa, fletes de camion cerrado 3 4 en ñuñoa, fletes pequeños ñuñoa, valor fletes santiago ñuñoa, valor flete estacion central a ñuñoa, fletes vega central a ñuñoa, servicio flete ñuñoa, yapo fletes ñuñoa","555","Fletes en Ñuñoa","15","Precios de fletes en Ñuñoa","26","Rutas desde y hacia Ñuñoa","25","index, follow","","","https://fletespro.cl/fletes-en-nunoa","","","","","","84599","18412","18412","7,053","","1273","220","5,786","44,588","Difícil","14,759","1","0","","224","111","0","94,870","176","94","0","3","3","0","","","","","d22f58c2974481811e0f4b301b6f432e","0,431","Mon, 27 Apr 2026 18:15:49 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-en-nunoa","2026-05-12 20:43:48"
"https://fletespro.cl/bodegaje","text/html;charset=utf-8","200","OK","Indexable","","Bodegaje y Arriendo de Bodegas en Santiago | FletesPro | FletesPro","66","595","Bodegaje y arriendo de bodegas en Santiago y Región Metropolitana. Tarifa base desde $6.500 CLP por m³ al mes. Espacios climatizados, vigilados 24h. Recogida a domicilio. Acceso online. Calculadora de bodegaje. Presupuesto gratis sin compromiso.","245","1565","bodegaje Santiago, arriendo bodega Santiago, bodegaje Región Metropolitana, guardar muebles Santiago, arriendo bodega guardar cosas, mini bodegas Santiago, bodegaje precios, precio bodegaje mes, almacenamiento Santiago, bodegas particulares, bodegas empresas, bodegaje con mudanza, self storage Santiago, espacios almacenamiento Región Metropolitana","349","Bodegaje y Arriendo de Bodegas en Santiago","42","Calculadora de Bodegaje","23","Servicio de Recogida a Domicilio","32","index, follow","","","https://fletespro.cl/bodegaje","","","","","","114605","21090","21090","8,079","","1009","259","3,896","23,200","Muy difícil","10,197","1","0","","456","111","0","94,870","175","94","0","2","2","0","","","","","d699490b599673c44081107b2e58f917","0,481","Mon, 27 Apr 2026 18:15:57 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/bodegaje","2026-05-12 20:43:47"
"https://fletespro.cl/mudanzas/empresas","text/html; charset=utf-8","200","OK","No indexable","Redirigido","","0","0","","0","0","","0","","0","","0","","0","","","0; url=/mudanzas-santiago","","","","","","","104","111","111","0,043","","0","","","","","0,000","1","1","","111","111","0","94,870","0","0","0","0","0","0","","","","","8608d8e05ad2f2da1b29972d75155623","0,436","Mon, 27 Apr 2026 18:16:02 GMT","https://fletespro.cl/mudanzas-santiago","Redirección meta refresh","","","1.1","","","","","","https://fletespro.cl/mudanzas/empresas","2026-05-12 20:43:48"
"https://fletespro.cl/_ipx/f_webp&s_36x36/logo-portespro.png","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","944","944","944","0,362","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,157","Mon, 27 Apr 2026 18:16:06 GMT","","","","","1.1","","","","","","https://fletespro.cl/_ipx/f_webp&s_36x36/logo-portespro.png","2026-05-12 20:43:48"
"https://fletespro.cl/bodegaje/maipu","text/html;charset=utf-8","200","OK","No indexable","Canonicalizada","Bodegaje y Arriendo de Bodegas en Santiago | FletesPro | FletesPro","66","595","Bodegaje y arriendo de bodegas en Santiago y Región Metropolitana. Tarifa base desde $6.500 CLP por m³ al mes. Espacios climatizados, vigilados 24h. Recogida a domicilio. Acceso online. Calculadora de bodegaje. Presupuesto gratis sin compromiso.","245","1565","bodegaje Santiago, arriendo bodega Santiago, bodegaje Región Metropolitana, guardar muebles Santiago, arriendo bodega guardar cosas, mini bodegas Santiago, bodegaje precios, precio bodegaje mes, almacenamiento Santiago, bodegas particulares, bodegas empresas, bodegaje con mudanza, self storage Santiago, espacios almacenamiento Región Metropolitana","349","Bodegaje y Arriendo de Bodegas en Santiago","42","Calculadora de Bodegaje","23","Servicio de Recogida a Domicilio","32","index, follow","","","https://fletespro.cl/bodegaje","","","","","","114966","21159","21159","8,106","","1009","259","3,896","23,200","Muy difícil","10,170","1","1","","225","111","0","94,870","176","94","0","2","2","0","","","","","f8df1ac60631c8f8d654b237683e08ab","0,125","Mon, 27 Apr 2026 18:15:55 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/bodegaje/maipu","2026-05-12 20:43:48"
"https://fletespro.cl/mudanzas/oficinas","text/html; charset=utf-8","200","OK","No indexable","Redirigido","","0","0","","0","0","","0","","0","","0","","0","","","0; url=/mudanzas-santiago","","","","","","","104","111","111","0,043","","0","","","","","0,000","1","1","","111","111","0","94,870","0","0","0","0","0","0","","","","","8608d8e05ad2f2da1b29972d75155623","0,154","Mon, 27 Apr 2026 18:16:02 GMT","https://fletespro.cl/mudanzas-santiago","Redirección meta refresh","","","1.1","","","","","","https://fletespro.cl/mudanzas/oficinas","2026-05-12 20:43:48"
"https://fletespro.cl/ultima-milla","text/html;charset=utf-8","200","OK","Indexable","","Envíos para Ecommerce y Tiendas Online | FletesPro","50","463","Última milla Chile: logística de última milla y servicio de última milla en Santiago y Región Metropolitana. Envíos para ecommerce, envios ecommerce Chile y envios para tiendas online. Tiendas online con envío gratis y paquetería ecommerce. Empresas de transporte ecommerce y proveedor de última milla. Tarifas envíos ecommerce competitivas. Presupuesto gratis.","361","2270","ultima milla, ultima milla chile, última milla, ultima milla logistica, logistica de ultima milla, última milla logística, servicio de ultima milla, transporte ultima milla, transporte de ultima milla, envios para tiendas online, envios para ecommerce, envios ecommerce, envios ecommerce chile, envio ecommerce, transporte ecommerce, paqueteria ecommerce, empresas de envio para ecommerce, tarifas envíos ecommerce, tarifa plana envios ecommerce, envios ecommerce baratos, envios baratos para ecommerce, envios baratos para tienda online, transporte para ecommerce, paqueteria para ecommerce, logistica ultima milla, empresas de envios para tiendas online, empresas de transporte ecommerce, logistica de ultima milla, la ultima milla, que es ultima milla, concepto ultima milla, reparto ultima milla, reparto de ultima milla, empresas de ultima milla, empresas ultima milla, paqueteria ultima milla, envios internacionales ecommerce, servicio envio ecommerce, mensajeria ecommerce, proveedor de ultima milla, envios para mi tienda online, tiendas online con envio gratis, tiendas online envio, envio productos tienda online santiago chile, politicas de envio tienda online, como hacer los envios de mi tienda online, envios de tienda online, plataforma de envios para ecommerce, precios envios ecommerce, entregas ultima milla, logística de última milla, paqueteria para tiendas online, ultima milla en logistica, concepto de ultima milla, distribucion de ultima milla, soluciones logisticas para ecommerce, ultima milla definicion, ultima milla que es","1552","Última Milla","12","Calculadora de Última Milla","27","Última Milla por Sector","23","index, follow","","","https://fletespro.cl/ultima-milla","","","","","","131319","23956","23956","9,177","","1252","270","4,637","24,685","Muy difícil","10,036","1","0","","557","111","0","94,870","175","94","0","2","2","0","","","","","dfa11365c3ecabf43fdcf48588c83539","0,237","Mon, 27 Apr 2026 18:16:00 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/ultima-milla","2026-05-12 20:43:48"
"https://fletespro.cl/fletes-en-chicureo","text/html;charset=utf-8","200","OK","Indexable","","Fletes Chicureo | Flete Chicureo Santiago y Las Condes | FletesPro | FletesPro","78","685","Fletes en Chicureo. Flete Chicureo Santiago, flete Chicureo Las Condes. Fletes desde Chicureo, fletes baratos y económicos. Mudanzas Chicureo. Cotiza online. Presupuesto gratis.","177","1117","fletes chicureo, flete chicureo santiago, flete chicureo las condes, flete santiago chicureo, fletes chicureo santiago, fletes desde chicureo, fletes en chicureo, fletes y mudanzas chicureo, flete colina chicureo, flete desde chicureo a santiago, fletes baratos chicureo, fletes economicos chicureo, mudanzas chicureo, servicio de fletes chicureo","346","Fletes en Chicureo","18","Precios de fletes en Chicureo","29","Rutas desde y hacia Chicureo","28","index, follow","","","https://fletespro.cl/fletes-en-chicureo","","","","","","77605","16477","16477","6,312","","662","147","4,503","32,681","Difícil","11,682","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","d913d7b2ac142280c4684ee309c516af","0,135","Mon, 27 Apr 2026 18:15:52 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-en-chicureo","2026-05-12 20:43:48"
"https://fletespro.cl/fletes-san-joaquin","text/html;charset=utf-8","200","OK","Indexable","","Fletes San Joaquín | Fletes y mudanzas | FletesPro | FletesPro","62","546","Fletes en San Joaquín. Fletes y mudanzas en la Región Metropolitana. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","129","829","fletes san joaquin, flete de san joaquin a puente alto, flete resdrigerador san joaquin, flete san joaquin express, fletes comuna san joaquin, fletes de materiales comuna san joaquin, fletes de san joaquin a independencia, fletes economicos san joaquin, fletes san joaquin a tiltil, fletes san joaquin camiones, fletes san joaquín a puente alto","344","Fletes en San Joaquín","21","Precios de fletes en San Joaquín","32","Rutas de fletes desde y hacia San Joaquín","41","index, follow","","","https://fletespro.cl/fletes-san-joaquin","","","","","","77679","16679","16679","6,389","","864","159","5,434","47,101","Difícil","12,978","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","be49494e56b4202c8102b7c947fdae8d","0,234","Mon, 27 Apr 2026 18:15:49 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-san-joaquin","2026-05-12 20:43:48"
"https://fletespro.cl/fletes-calera-de-tango","text/html;charset=utf-8","200","OK","Indexable","","Fletes Calera de Tango | Fletes y mudanzas | FletesPro | FletesPro","66","580","Fletes en Calera de Tango. Fletes y mudanzas en la Región Metropolitana. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","133","853","fletes Calera de Tango, fletes y mudanzas Calera de Tango, flete Calera de Tango, fletes baratos Calera de Tango, fletes económicos Calera de Tango","147","Fletes en Calera de Tango","25","¿Por qué elegir FletesPro para fletes en Calera de Tango?","57","Opiniones de Nuestros Clientes","30","index, follow","","","https://fletespro.cl/fletes-calera-de-tango","","","","","","68048","14704","14704","5,633","","302","76","3,974","44,247","Difícil","9,719","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","f19bfeba82d162c03f7bda8208cf340c","0,111","Mon, 27 Apr 2026 18:15:52 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-calera-de-tango","2026-05-12 20:43:49"
"https://fletespro.cl/fletes-pudahuel","text/html;charset=utf-8","200","OK","Indexable","","Fletes Pudahuel | Fletes y mudanzas | FletesPro | FletesPro","59","519","Fletes en Pudahuel. Fletes y mudanzas en la Región Metropolitana. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","126","811","fletes pudahuel, fletes economicos pudahuel, fletes pudahuel sur, flete camioneta pudahuel, flete escombros pudahuel, flete san bernado pudahuel, fletes baratos en pudahuel, fletes baratos pudahuel, fletes cerca de pudahuel norte, fletes comuna de independencia a pudahuel, fletes pudahuel 24 7, fletes pudahuel norte, fletes serca de pudahuel norte, fletes victor pudahuel, fletes y mudanzas pudahuel, mudanza y fletes comuna pudahuel","435","Fletes en Pudahuel","18","¿Por qué elegir FletesPro para fletes en Pudahuel?","50","Opiniones de Nuestros Clientes","30","index, follow","","","https://fletespro.cl/fletes-pudahuel","","","","","","68149","14785","14785","5,664","","272","77","3,532","36,227","Difícil","9,545","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","ca7fc2051053b3c09c0df24dc7201887","0,361","Mon, 27 Apr 2026 18:15:49 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-pudahuel","2026-05-12 20:43:48"
"https://fletespro.cl/fletes-la-pintana","text/html;charset=utf-8","200","OK","Indexable","","Fletes La Pintana | Fletes baratos y económicos | Camión | FletesPro | FletesPro","80","701","Fletes en La Pintana. Flete La Pintana barato y económico. Fletes comuna La Pintana con camión. Fletes para La Pintana, fletes con camión a La Pintana. Cotiza gratis por WhatsApp.","179","1125","fletes la pintana, flete la pintana, fletes barato para la pintana, fletes comuna la pintana, fletes con un camion a la pintana, fletes economicos la pintana, fletes para la pintana, yapo fletes en la pintana","208","Fletes en La Pintana","20","Precios de fletes en La Pintana","31","Rutas desde y hacia La Pintana","30","index, follow","","","https://fletespro.cl/fletes-la-pintana","","","","","","78510","16787","16787","6,431","","942","165","5,709","40,372","Difícil","13,207","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","55ae86a3ea7f2aaa5616df60c468e258","1,060","Mon, 27 Apr 2026 18:15:45 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-la-pintana","2026-05-12 20:43:48"
"https://fletespro.cl/fletes-padre-hurtado","text/html;charset=utf-8","200","OK","Indexable","","Fletes Padre Hurtado | Fletes Maipú a Padre Hurtado | Fletes económicos | FletesPro | FletesPro","95","843","Fletes en Padre Hurtado. Fletes Maipú Padre Hurtado, fletes económicos Maipú a Padre Hurtado. Cuánto sale un flete mudanza desde Santiago a Padre Hurtado. Fletes comuna Padre Hurtado. Cotiza gratis.","198","1275","fletes padre hurtado, cuánto sale un flete mudanza desde santiago a padre hurtado, fletes baratos en comuna de padre hurtado, fletes comuna padre hurtado, fletes economicos maipu a padre hurtado, fletes en padre hurtado, fletes maipu padre hurtado, fletes negocios comuna padre hurtado","285","Fletes en Padre Hurtado","23","Precios de fletes en Padre Hurtado","34","Rutas desde y hacia Padre Hurtado","33","index, follow","","","https://fletespro.cl/fletes-padre-hurtado","","","","","","79190","16768","16768","6,424","","957","173","5,532","39,623","Difícil","13,606","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","8be405b77138ca5c8c910937def87373","0,112","Mon, 27 Apr 2026 18:15:55 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-padre-hurtado","2026-05-12 20:43:49"
"https://fletespro.cl/fletes-san-jose-de-maipo","text/html;charset=utf-8","200","OK","Indexable","","Fletes San José de Maipo | Fletes mudanzas San José de Maipo | FletesPro | FletesPro","84","763","Fletes en San José de Maipo. Fletes mudanzas San José de Maipo. Fletes mudanzas fuera de Santiago. Zona cordillera. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","176","1137","flete san jose de maipo, fletes en san jose de maipo, fletes mudanzas fuera de santiago san jose de maipo, fletes mudanzas san jose de maipo, fletes san josé de maipo","166","Fletes en San José de Maipo","27","Precios de fletes en San José de Maipo","38","Rutas de fletes desde y hacia San José de Maipo","47","index, follow","","","https://fletespro.cl/fletes-san-jose-de-maipo","","","","","","76278","16429","16429","6,294","","802","142","5,648","61,333","Normal","12,274","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","f5ab1e4df520d302db4496f7561d68c9","0,386","Mon, 27 Apr 2026 18:15:51 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-san-jose-de-maipo","2026-05-12 20:43:49"
"https://fletespro.cl/fletes-san-bernardo","text/html;charset=utf-8","200","OK","Indexable","","Fletes San Bernardo | Fletes y mudanzas | FletesPro | FletesPro","63","555","Fletes en San Bernardo. Fletes y mudanzas en la Región Metropolitana. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","130","835","fletes san bernardo, fletes economicos san bernardo, fletes y mudanzas san bernardo, flete camion 3 4 san bernardo, flete camion tolva san bernardo, fletes en balmaceda san bernardo, fletes san bernardo macul, servicios fletes san bernardo","239","Fletes en San Bernardo","22","Precios de fletes en San Bernardo","33","Rutas de fletes desde y hacia San Bernardo","42","index, follow","","","https://fletespro.cl/fletes-san-bernardo","","","","","","78411","16836","16836","6,450","","956","167","5,725","44,922","Difícil","13,499","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","533a7abea42c0707f0dbe82efaf7fe93","0,207","Mon, 27 Apr 2026 18:15:52 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-san-bernardo","2026-05-12 20:43:49"
"https://fletespro.cl/blog","text/html;charset=utf-8","200","OK","Indexable","","Blog de Fletes y Mudanzas | Guías y Consejos | FletesPro | FletesPro","68","599","Blog de FletesPro con guías, consejos e información sobre fletes, mudanzas y servicios de transporte en Santiago y Regiones. Fletes baratos y económicos.","153","965","blog fletes, guías mudanzas, consejos fletes, fletes baratos, fletes económicos, mudanzas Santiago, transporte regiones Chile","125","Blog FletesPro","14","Checklist para una mudanza en Santiago: qué hacer 30, 15 y 1 día antes","70","Cómo generar un salvoconducto para mudanza: guía 2026","53","index, follow","","","https://fletespro.cl/blog","","","","","","91562","16226","16226","6,216","","950","185","5,135","48,630","Difícil","11,549","1","0","","393","111","0","94,870","200","119","0","2","2","0","","","","","74b6d19edd173bf1809e8618bd17de59","0,124","Mon, 27 Apr 2026 18:15:46 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/blog","2026-05-12 20:43:49"
"https://fletespro.cl/cookies","text/html;charset=utf-8","404","Page not found: /cookies","No indexable","Error de cliente","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","111","111","0","94,870","0","0","0","0","0","0","","","","","","0,269","","","","","","1.1","","","","","","https://fletespro.cl/cookies","2026-05-12 20:43:49"
"https://fletespro.cl/fletes-curacavi","text/html;charset=utf-8","200","OK","Indexable","","Fletes Curacaví | Fletes y mudanzas | FletesPro | FletesPro","59","513","Fletes en Curacaví. Fletes y mudanzas en la Región Metropolitana. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","126","806","fletes Curacaví, fletes y mudanzas Curacaví, flete Curacaví, fletes baratos Curacaví, fletes económicos Curacaví","112","Fletes en Curacaví","18","¿Por qué elegir FletesPro para fletes en Curacaví?","50","Opiniones de Nuestros Clientes","30","index, follow","","","https://fletespro.cl/fletes-curacavi","","","","","","67850","14693","14693","5,629","","272","77","3,532","36,538","Difícil","9,585","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","4228018c2d9c2818e06bdebbbdc0f9a","0,251","Mon, 27 Apr 2026 18:15:52 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-curacavi","2026-05-12 20:43:49"
"https://fletespro.cl/fletes-colina","text/html;charset=utf-8","200","OK","Indexable","","Fletes Colina | Fletes Colina Santiago | Precios y mudanzas | FletesPro | FletesPro","83","716","Fletes en Colina y fletes Colina Santiago. Fletes de Santiago a Colina, camión 3/4, flete particular. Rutas Conchalí–Colina, Cerrillos, El Quisco. Cotiza online. Presupuesto gratis.","181","1085","fletes colina, cuanto sale un flete de conchali a colina, flete 3 4 en colina, flete desde colina a cerrillos precio, flete particular en colina, fletes cerca de colina, fletes colina santiago, fletes de santiago a colina, fletes quisco a colina, fletes y mudanza colina, fletes y mudanza en colina, precio flete conchali a colina","330","Fletes en Colina","16","Precios de fletes en Colina","27","Rutas desde y hacia Colina","26","index, follow","","","https://fletespro.cl/fletes-colina","","","","","","78092","16727","16727","6,408","","779","145","5,372","40,761","Difícil","12,089","1","0","","224","111","0","94,870","175","94","0","3","3","0","","","","","24cc79755e18e4eaf24f6e12f4d70938","0,210","Mon, 27 Apr 2026 18:15:52 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-colina","2026-05-12 20:43:49"
"https://fletespro.cl/mudanzas-las-condes","text/html;charset=utf-8","200","OK","Indexable","","Mudanzas Las Condes | Mudanzas en Las Condes | FletesPro","56","542","Mudanzas en Las Condes. Cotiza online. Presupuesto gratis. Salvoconducto, ayudantes. Cobertura oriente RM. WhatsApp +56 9 7979 6841.","132","870","mudanzas Las Condes, mudanzas en Las Condes, mudanzas Las Condes precios, fletes Las Condes, mudanzas baratas Las Condes","120","Mudanzas en Las Condes","22","Precios de mudanzas en Las Condes","33","Rutas que cubrimos desde Las Condes","35","index, follow","","","https://fletespro.cl/mudanzas-las-condes","","","","","","75143","16238","16238","6,220","","464","116","4,000","32,116","Difícil","10,343","1","0","","117","111","0","94,870","175","94","0","3","3","0","","","","","97deb26b5131420bba1d294c0fdfcde4","0,789","Mon, 27 Apr 2026 18:16:00 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/mudanzas-las-condes","2026-05-12 20:43:49"
"https://fletespro.cl/fletes-renca","text/html;charset=utf-8","200","OK","Indexable","","Fletes Renca | Fletes baratos en Renca | FletesPro | FletesPro","62","538","Fletes en Renca. Fletes baratos en Renca. Flete de Renca a San Miguel. Servicio de fletes por Renca y zona poniente. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","177","1116","fletes en renca, flete de renca a san miguel, fletes baratos en renca, fletes baratos renca, fletes por renca","109","Fletes en Renca","15","Precios de fletes en Renca","26","Rutas de fletes desde y hacia Renca","35","index, follow","","","https://fletespro.cl/fletes-renca","","","","","","77788","16957","16957","6,496","","817","161","5,075","48,120","Difícil","12,326","1","0","","224","111","0","94,870","176","94","0","3","3","0","","","","","7dfd5b4bb806e79bc6272343a88fc84a","0,121","Mon, 27 Apr 2026 18:15:49 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-renca","2026-05-12 20:43:49"
"https://fletespro.cl/mudanzas-la-reina","text/html;charset=utf-8","200","OK","Indexable","","Mudanzas La Reina | Mudanzas en La Reina | FletesPro","52","485","Mudanzas en La Reina. Cotiza online. Presupuesto gratis. Salvoconducto, ayudantes. Cobertura oriente RM. WhatsApp +56 9 7979 6841.","130","849","mudanzas La Reina, mudanzas en La Reina, traslado mudanza La Reina, fletes La Reina, cambio de domicilio oriente","112","Mudanzas en La Reina","20","Precios de mudanzas en La Reina","31","Rutas que cubrimos desde La Reina","33","index, follow","","","https://fletespro.cl/mudanzas-la-reina","","","","","","75073","16219","16219","6,213","","474","112","4,232","34,232","Difícil","10,342","1","0","","114","111","0","94,870","175","94","0","3","3","0","","","","","f3cff427f9b777dc712f91294f0ba0be","0,252","Mon, 27 Apr 2026 18:16:00 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/mudanzas-la-reina","2026-05-12 20:43:49"
"https://fletespro.cl/fletes-vitacura","text/html;charset=utf-8","200","OK","Indexable","","Fletes Vitacura | Fletes económicos Vitacura Santiago | FletesPro | FletesPro","77","674","Fletes Vitacura. Fletes económicos Vitacura. Flete Talagante Vitacura. Fletes Vitacura Santiago. Cotiza online. Presupuesto gratis. WhatsApp +56 9 7979 6841.","157","988","fletes vitacura, flete talagante vitacura, flete vitacura, fletes economicos vitacura, fletes vitacura santiago","111","Fletes en Vitacura","18","Precios de fletes en Vitacura","29","Rutas de fletes desde y hacia Vitacura","38","index, follow","","","https://fletespro.cl/fletes-vitacura","","","","","","76700","16592","16592","6,356","","685","148","4,628","25,774","Muy difícil","11,967","1","0","","224","111","0","94,870","176","94","0","3","3","0","","","","","cc7bfe2d0d7e8ba4c86cc3596c1002dd","0,114","Mon, 27 Apr 2026 18:15:51 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/fletes-vitacura","2026-05-12 20:43:49"
"https://fletespro.cl/transporte-frio","text/html;charset=utf-8","200","OK","Indexable","","Empresa Transporte Frío | FletesPro","35","317","Empresa de transporte en frío en Santiago y Región Metropolitana. Transporte refrigerado, transporte frigorífico y logística de cadena frío. Transporte con temperatura controlada. Transporte de frios y congelados, transporte de alimentos frios. Precio transporte frío competitivo. Presupuesto gratis.","300","1840","transporte en frio, transporte frio, transporte refrigerado, cadena frío, transporte frigorífico, transporte temperatura controlada, transporte alimentos, transporte farmacéutico, logística frío, transporte frío local, transporte frio nacional, transporte frio internacional, transporte de frios y congelados, transporte frío particulares, envios temperatura controlada, envio paquete frio, empresas de transporte en frio, cadena de frio transporte, cadena de frio transporte en chile, transporte de frio en chile, transporte en frio santiago de chile, transporte de carga en frio, transporte de muestras en frio, importancia del transporte en la cadena de frio, como transportar medicamentos en frio, empresas de transportes y bodegaje en frio, transporte en frio desde santiago hacia arica, transporte en frio temuco, metodologias de transporte en cadena de frio, impacto del transporte en la cadena de frio, camion frio congelacion, camion isotermo con frio, contenedores para mantener frio, empresa transporte frio, empresas logistica frio, envio de paquetes frios, mensajeria en frio, precio transporte frio, transporte cadena de frio, transporte carga fria, transporte de alimentos frios, transporte de carga fria, transporte frio express, transportes refrigerados","1270","Transporte en Frío y Refrigerado","32","Calculadora de Transporte Frío","30","Transporte en frío: garantizando la seguridad de tus productos perecederos","74","index, follow","","","https://fletespro.cl/transporte-frio","","","","","","125416","21901","21901","8,390","","1262","292","4,322","19,238","Muy difícil","11,128","1","0","","339","111","0","94,870","175","94","0","2","2","0","","","","","5c7ea5d8a0f7ea8b5c785b30726d51db","0,123","Mon, 27 Apr 2026 18:16:00 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/transporte-frio","2026-05-12 20:43:49"
"https://fletespro.cl/bodegaje/san-miguel","text/html;charset=utf-8","200","OK","No indexable","Canonicalizada","Bodegaje y Arriendo de Bodegas en Santiago | FletesPro | FletesPro","66","595","Bodegaje y arriendo de bodegas en Santiago y Región Metropolitana. Tarifa base desde $6.500 CLP por m³ al mes. Espacios climatizados, vigilados 24h. Recogida a domicilio. Acceso online. Calculadora de bodegaje. Presupuesto gratis sin compromiso.","245","1565","bodegaje Santiago, arriendo bodega Santiago, bodegaje Región Metropolitana, guardar muebles Santiago, arriendo bodega guardar cosas, mini bodegas Santiago, bodegaje precios, precio bodegaje mes, almacenamiento Santiago, bodegas particulares, bodegas empresas, bodegaje con mudanza, self storage Santiago, espacios almacenamiento Región Metropolitana","349","Bodegaje y Arriendo de Bodegas en Santiago","42","Calculadora de Bodegaje","23","Servicio de Recogida a Domicilio","32","index, follow","","","https://fletespro.cl/bodegaje","","","","","","114986","21161","21161","8,106","","1009","259","3,896","23,200","Muy difícil","10,173","1","1","","225","111","0","94,870","176","94","0","2","2","0","","","","","4883b46ee81e9147fcc6117b63b5a1b6","0,426","Mon, 27 Apr 2026 18:15:55 GMT","","","","es-CL","1.1","","","","","","https://fletespro.cl/bodegaje/san-miguel","2026-05-12 20:43:49"
